barrage	keyword
大仓地下八倍镜啊	附加武器
钞票枪上车真的吗？现在刷，现在上？	陆地载具
宝宝3年的老司机等你吃鸡干妹子跑了怎么说/{bk/{bk/{bk	陆地载具
握把？	附加武器
你记得吃饭吃药啊啊啊啊啊啊啊啊	药品
不然我们开车你都根不上	陆地载具
说高德伟菜的去小黑盒看看他们比赛   看看是他杀得最少不	行为6-快递
这个是跑毒游戏	行为3-跑圈
换一级头什么操作	头盔
我猛男枪100米之内3倍镜压枪基本1个点/{dg	附加武器
来炸鱼塘	行为7-炸
小牌子送七夕礼盒就有了	行为6-快递
我要拿把镰刀砍死你们	近战武器
感谢岁月多变送的2个礼盒/{sh	行为6-快递
谢谢1个虎粮，谢谢盒子精	行为6-快递
/{jx吉利服老六专属	防具
下面还有越野车	陆地载具
我要上车	陆地载具
感谢 烛龙 宝宝送的1个礼盒真的是厉害/{xd	行为6-快递
我是误造老司机1100小时 来了，欢迎欢迎/{kx	陆地载具
开车走啊	陆地载具
拉风龙落地成盒	行为6-快递
喜欢看他单排开摩托车满地图追杀	陆地载具
4倍镜	附加武器
下面开车走了的是书声	陆地载具
这集我看过，要变盒子啦	行为6-快递
又开车	陆地载具
在开车	陆地载具
天命圈给我刷存存!	行为3-跑圈
摩托车马上没油	陆地载具
感谢 江西小可爱 送的1个七夕礼盒么么哒!/{66	行为6-快递
8倍镜没换	附加武器
你一直在开车	陆地载具
要不啥时候送你一盒1916	行为6-快递
感谢文少的礼盒	行为6-快递
6倍镜	附加武器
盒子里有	行为6-快递
感谢 永恒不怕失去 小可爱送的1个礼盒亲亲抱抱/{sh	行为6-快递
你上车会被打的、	陆地载具
感谢 野火焱【萧萧酱】 宝宝送的1个七夕礼盒真的是厉害/{xd	行为6-快递
魔法书上车，不能保证带你吃鸡	陆地载具
摩托车回放	陆地载具
公然开车	陆地载具
二级头	头盔
大妈快上车，带杰哥吃鸡呀	陆地载具
吉利服啊！	防具
美女是老司机	陆地载具
四个快递员	行为6-快递
我的卡爷咋还没上啊，保镖，一天了	身份2-队友
我爱的姑凉有主了，爱我的姑娘哭成盒。	行为6-快递
感谢哲的七夕礼盒	行为6-快递
快去吃药	药品
居然开车	陆地载具
摩托车摔死？	陆地载具
一盒中华七十	行为6-快递
算了还是求助小黑盒吧	行为6-快递
我赌豪哥这把落地成盒。	行为6-快递
另一个房子有二级头	头盔
拿三倍镜杀队友，算过任务吗	附加武器
前面的别跑给你送快递	行为6-快递
我还以为刚刚装甲车	陆地载具
炸鱼吗	行为7-炸
小姐姐我教你上树，俺是树	行为10-树
开车下水，	陆地载具
能不能把止痛药762扔点啊	药品
保安队长	身份2-队友
全息没了	附加武器
B皇需要保镖，快来个人档子弹呀	身份2-队友
吃药等于吃电池？？？	药品
RNG是真的炸鱼	行为7-炸
盒子旁边石头后	行为6-快递
出大事了，主播开挂了，开了落地成盒挂/{dk/{dk/{dk/{dk/{dk/{dk/{dk/{dk/{dk	行为6-快递
装甲车，他开过，不也炸了	陆地载具
毕生所学：盒子精	行为6-快递
刚才盒子m4	行为6-快递
秀个摩托车技	陆地载具
刚刚上车节目效果爆炸 hhh	陆地载具
这是在开车?	陆地载具
当时为啥要取消三级头？	头盔
感谢莎莎丶为了遇见你送的160个七夕礼盒/{sh	行为6-快递
龙哥翻车了😂😂	陆地载具
填包。 添个红点	附加武器
你的绿色三级头呢	头盔
他们开车吸引火力！	陆地载具
按f进入装甲车	陆地载具
吉利服应该扔水里	防具
开车了！我在	陆地载具
感谢清酒的礼盒	行为6-快递
solo在线跑毒？	行为3-跑圈
真实啊这轰炸，救了他们杀了你	行为7-炸
我怀疑你在开车，但是我没证据/{hx	陆地载具
恐怕晚上要上车哈哈哈	陆地载具
巴西车技该不够	陆地载具
他打第二局的时候我说表演一波人体描边的枪法	行为10-菜
我就是想带成哥哥去送快递	行为6-快递
怎么天天放录像，不开车了吗	陆地载具
他不喜欢三轮摩托	陆地载具
来啦，盒子精	行为6-快递
刚刚厕所不是有个摩托车	陆地载具
3级头甲加维克托连2级头甲汤姆逊都打不过	头盔
要会坐车的	陆地载具
uzi没有瞄准镜和握把	附加武器
开车无据	陆地载具
刚刚阿鲁卡开车撞死了自己哈哈哈	陆地载具
哪个2鸡头换个一级头	头盔
带个3级头吧	头盔
秀儿想开车	陆地载具
三级头sks再运屋里来吧，要不马格南没子弹就是烧火棍了	头盔
真落地成盒	行为6-快递
之前的全息没拿？	附加武器
上车 准备开始送波快递	陆地载具
学会是我看过技术最烂，车技最差，打法最狗，胆子最小的🐷播	陆地载具
反向跑毒？	行为3-跑圈
不你渴望轰炸	行为7-炸
别 这是天命圈 别 这是天命圈 别 这是天命圈 别 这是天命	行为3-跑圈
注意力不集中翻车了	陆地载具
盒子	行为6-快递
感谢 皮皮闹 的 七夕礼盒 ，大哥有钱 /{sh	行为6-快递
为什么开车？	陆地载具
你的三级头呢	头盔
红点换了	附加武器
龙哥能不能给我们表现下翻车	陆地载具
能不能上车？	陆地载具
就算是死 也要开车一直往前冲	陆地载具
开车啊这是	陆地载具
装甲车什么都好~~但是就是不经打	陆地载具
盒勇在想屁吃/{jx	行为6-快递
明显炸鱼	行为7-炸
你咋不开车呢？？？	陆地载具
我怀疑你在开车   但是我没证据	陆地载具
开车？  有刹车嘛你就开	陆地载具
谢谢20个七夕礼盒，谢谢 虎牙萝卜	行为6-快递
你全息也不捡吗	附加武器
sks的握把	附加武器
开车	陆地载具
感谢 无痕 小可爱送的1个七夕礼盒亲亲抱抱/{sh	行为6-快递
老司机，污污污	陆地载具
女人怎么开车？？？	陆地载具
别坐车啊，进去就凉了！右边要住别墅了	陆地载具
迪哥，握把用哪个好	附加武器
送一万礼物，能上车多久？	陆地载具
打饮料和止痛药！！！	药品
这就是那个开车进圈的	陆地载具
汪汪是保安吗	身份2-队友
保镖 说话成熟稳重一点	身份2-队友
吉利服其实不吉利，特别是沙漠图	防具
只能跑跑圈,打靶拿分了	行为3-跑圈
我想看你落地成盒，你为什么不落地成盒？	行为6-快递
人体描边大法	行为10-菜
你带个三级头去试试？真会扛哦	头盔
天生1级头	头盔
搜装备20分钟，跑毒8分钟，打架2分钟/{hx	行为3-跑圈
感谢 Ar1丶久伴Jing 宝宝送的20个七夕礼盒真的是厉害…	行为6-快递
谢谢礼盒，谢谢倾诉＇红颜殇	行为6-快递
翻车了！哈哈	陆地载具
明天我想上车	陆地载具
快，同学们，有病拉满。龙哥要去送快递了	行为6-快递
喝饮料是啥？	药品
2级头也不要	头盔
妹子不坐车开车，/{kx	陆地载具
怎么上车	陆地载具
蓝蓝，98k瞄头一枪能打死二级头嘛	头盔
哈哈哈和哈哈哈哈哈哈哈哈哈落地成盒	行为6-快递
开车跑不管他	陆地载具
当中开车	陆地载具
白菜上车这怎么喊啊	陆地载具
刷六个血瓶上车	陆地载具
还缺一个自信的三级头	头盔
开船停水里留着开船回国？	海上载具
别给他开车呀	陆地载具
康桑哈咪哒，谢谢社会我榜十Nice-一与，谢谢礼盒	行为6-快递
送一个礼盒就能戴上敲可爱的忽吹牌子喔~/{xd	行为6-快递
开车了！！！	陆地载具
我要上车	陆地载具
盒子那里	行为6-快递
一起扇盒盒	行为6-快递
啥呀？韭菜盒子吗？/{yw	行为6-快递
你找他去。我吃药	药品
还有2级头换一级头的操作呢	头盔
这个礼盒没亏	行为6-快递
狗子落地成盒	行为6-快递
谢谢1个七夕礼盒，谢谢 东风破/{kx	行为6-快递
猪怎么能上树呢	行为10-树
左转拿二级头	头盔
感谢Hnr2无恙的礼盒/{tx	行为6-快递
阿布开车	陆地载具
上保镖保镖保镖保镖保镖	身份2-队友
好多人打 轰炸他 把4楼弄发火了	行为7-炸
开车不带俺们！！！！！！	陆地载具
6倍镜M249很猛‘’	附加武器
文家铁骑-夕阳：干礼盒了 老铁们 4 6 全（单5）	行为6-快递
感谢这个B送的20个礼盒	行为6-快递
吉利服不要吗吉利	防具
又是一发9毫米	子弹类
哪几哈还是一级头	头盔
想上车也上不了	陆地载具
人体描边大师/{tx	行为10-菜
四倍镜倍数不能调，不要	附加武器
这把我看过，死于跑毒	行为3-跑圈
阿韦停车技术一流	陆地载具
保镖 B公子叫你继续上班	身份2-队友
盒子有m24	行为6-快递
开车还这么不稳	陆地载具
人才开车？？？？？？？？？？？？？	陆地载具
趁装甲车不注意就溜进去	陆地载具
该跑毒了	行为3-跑圈
不允许拿小号炸鱼	行为7-炸
轰炸区快跑呀	行为7-炸
三级头都是铁头娃	头盔
这是炸鱼吗？	行为7-炸
感谢 小点点 💗小狐狸 - 小狐狸冠名ぁ 送的1个礼盒么么哒…	行为6-快递
我还是第一次看到空投车翻车	陆地载具
过轰炸区的时候，两辆车，我在前面，听见要掉了，后车炸了	行为7-炸
开车开车	陆地载具
10个礼盒吗？	行为6-快递
保镖站起来了啊	身份2-队友
八倍镜   几个菜啊	附加武器
大盒子开战舰用	行为6-快递
开车看直播？	陆地载具
一把魔法书上车哈开演	陆地载具
来瓶止痛药就好了	药品
爆礼盒爆爆爆	行为6-快递
描边画师	行为10-菜
千里送快递好人啊哈哈😄	行为6-快递
有装甲车做掩体根本不用跑，快递哥	陆地载具
你是在开车的吧？不看路的吗？	陆地载具
不换红点	附加武器
抽礼盒	行为6-快递
天命圈，感觉这把稳了	行为3-跑圈
王者保镖	身份2-队友
平底锅能上车吗？	陆地载具
说赖皮的，人家不开车撞人，也是扎点，你们不来人怎么怪别人	陆地载具
这车技帅了的	陆地载具
开车了一样	陆地载具
感谢 ╰⋛⋋⊱⋋嗥⋌⊰⋌⋚╯ 小可爱送的1个礼盒亲亲抱抱/{sh	行为6-快递
炸鱼塘	行为7-炸
翻车压死的。	陆地载具
死跑毒	行为3-跑圈
红点打靶	附加武器
风水轮流转 苍天饶过谁 你不成盒谁成盒	行为6-快递
刚才有红点不拿	附加武器
肥仔上车都这样	陆地载具
韦神都不敢那么远红点压枪，你做到了	附加武器
uzi现在能上红点了吗	附加武器
你应该开车去侧面	陆地载具
我是这个盒子。也是上把的AWM	行为6-快递
老司机翻车了	陆地载具
建议上车	陆地载具
感谢优米的盒阿姨	行为6-快递
这个游戏你头只要歪着保安就看不到你	身份2-队友
V是山总带的上车的	陆地载具
感谢 飞碟霸霸 宝宝送的1个七夕礼盒真的是厉害/{xd	行为6-快递
保镖鸡毛挂   是挂我早不看了	身份2-队友
感谢老骚™守护青柠的七夕礼盒	行为6-快递
不翻车	陆地载具
一个礼盒	行为6-快递
三级头三级头	头盔
我怀疑你在开车，我已经有了证据	陆地载具
坐船要船票啊	海上载具
可以可以， 荒年翻车， 大熊也翻车了	陆地载具
保安打不死	身份2-队友
要跑毒	行为3-跑圈
开船去海里啊	海上载具
全息爆头握草	附加武器
你拿盒子堵人？	行为6-快递
红点24狙中了/{pu	附加武器
终于开车了 ！！！	陆地载具
我喜欢玩全息	附加武器
感谢 村主任 大佬送的1个礼盒辛苦大哥的小手!/{yb	行为6-快递
/{gd 盒子指挥官再次上线	行为6-快递
继续轰炸区	行为7-炸
八倍镜不要了？	附加武器
优秀快递员	行为6-快递
大家要盒子的准备好姐盒子。	行为6-快递
这视角开车真刺激	陆地载具
保安我要去	身份2-队友
有为，我能上车吗	陆地载具
你像职业哥一样开车巡逻不就行了	陆地载具
谁知道保镖直播间	身份2-队友
会不会翻车	陆地载具
我想学母鸡炖老司机你能教我吗	陆地载具
这就是天命圈？？？	行为3-跑圈
几点开车	陆地载具
感谢 相信自己 送的1个礼盒么么哒!/{66	行为6-快递
轰炸区，明显有人	行为7-炸
能上车吗	陆地载具
开车？？？	陆地载具
小茄 我还是喜欢吃韭菜盒子给我做几个呗	行为6-快递
老司机也失手了	陆地载具
感谢 刘翰林 小可爱送的1个礼盒亲亲抱抱/{sh	行为6-快递
主播 能上车嘛	陆地载具
虎牙描边龙	行为10-菜
狗德伟还怎么洗啊，回来炸鱼吧	行为7-炸
我怀疑你开车，但我没有证据。	陆地载具
叫装甲车  稳稳吃鸡	陆地载具
又在炸鱼塘，	行为7-炸
三级头在船上	头盔
赶紧轰炸区炸死10个	行为7-炸
年度最佳快递员：在石250	行为6-快递
胖暖速度开车	陆地载具
话都没说完豆盒子了/{fe	行为6-快递
两棲装甲车	陆地载具
把摄像的盒饭给我扔了	行为6-快递
刚刚包里不是有全息吗？	附加武器
队友死，盒子堆满地，自挂东南枝	行为6-快递
全息打车比较稳	附加武器
想问一下喝饮料的时候怎么走动的	药品
阿里嘎多，感谢【小太阳】　云心　๓. 小可爱，谢谢七夕礼盒	行为6-快递
开车直播间	陆地载具
止痛药没拿	药品
快点变盒子啊	行为6-快递
鱼塘炸鱼	行为7-炸
4am不被撞 天命圈	行为3-跑圈
开车杀人微博有推送	陆地载具
这把感觉你你得落地成盒	行为6-快递
不是开车模糊，是一到草地就模糊	陆地载具
感谢 似水丿浮生 小可爱送的1个七夕礼盒亲亲抱抱/{sh	行为6-快递
上次我让人家开船追着打，打爆了给我	海上载具
感谢 宫明帝        「久伴卟离」 宝宝送的1个礼盒真…	行为6-快递
保镖到哪里去了	身份2-队友
完了，马上去送快递了	行为6-快递
二倍镜还不如红点。	附加武器
猪头这车技/{dk/{dk	陆地载具
隔壁老外刚才4倍镜有一枪自瞄了	附加武器
开车切座位怎么不减速	陆地载具
欢迎大郎该喝药了/{hh	药品
狙击手来了 我听到摩托车来了	陆地载具
开盒子不，要灭灯了	行为6-快递
上保镖.	身份2-队友
人家前几局杀了十几个，你没看见，这两句落地成盒，你可就看见	行为6-快递
主播刷什么礼物可以上车	陆地载具
轰炸区马上来了	行为7-炸
刚才可以不用死，开车下水	陆地载具
谢谢礼盒，谢谢我康康爱吃肉	行为6-快递
别吃鸡  快点去开车	陆地载具
文家铁骑-夕阳：谢谢各位的礼盒 感谢支持/{sh	行为6-快递
仙女握把	附加武器
感谢唯爱灬的礼盒，爱你	行为6-快递
小姐姐是老司机吗	陆地载具
盒子精	行为6-快递
大朗，来吃药	药品
六倍镜	附加武器
感谢甜茶送的1个礼盒/{sh	行为6-快递
无语的车技	陆地载具
不要保镖	身份2-队友
外卖小哥一直在用生命赚钱，闯红灯逆行，边看手机边开车	陆地载具
1v2开车？	陆地载具
自瞄吧，这全息	附加武器
车技可以 是我早就翻车了……	陆地载具
开车？	陆地载具
散花烟 两块五一盒	行为6-快递
这集，我看过了，死于跑毒	行为3-跑圈
